Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Fwd Pkt Len Mean,Bwd Pkt Len Mean,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,Down/Up Ratio,Pkt Size Avg,Pkt Len Std,Fwd Seg Size Avg,Bwd Seg Size Avg
3289648,11,8,59.63636363636363,515.875,182758.22222222225,707806.9703117848,324934.4,38674.857142857145,0.0,251.73684210526315,418.09118559673584,59.63636363636363,515.875
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3393251,9,7,72.88888888888889,441.1428571428572,226216.7333333333,758930.3612171605,392193.5,60853.83333333333,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
10,1,1,0.0,24.0,10.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3264052,9,7,69.44444444444444,441.1428571428572,217603.46666666667,757277.6916094978,390325.875,43271.0,0.0,232.0625,399.55710774924427,69.44444444444444,441.1428571428572
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
6210867,6,11,52.333333333333336,539.3636363636364,388179.1875,1236222.5441158086,235667.4,621086.7,1.0,367.4705882352941,490.8098316554724,52.333333333333336,539.3636363636364
3232365,9,8,72.88888888888889,405.625,202022.8125,754411.5686346297,399476.375,28111.285714285717,0.0,229.4705882352941,388.28412967758175,72.88888888888889,405.625
4,1,1,0.0,24.0,4.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
251324,1,1,279.0,24.0,251324.0,0.0,0.0,0.0,1.0,163.5,147.22431864335456,279.0,24.0
3152783,9,7,72.88888888888889,441.1428571428572,210185.53333333333,760676.8520507497,389205.875,24039.5,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
5,1,1,0.0,24.0,5.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3159195,9,7,72.77777777777777,441.2857142857143,210613.00000000003,757892.9702193161,390536.375,25561.83333333333,0.0,234.0,400.1851960985946,72.77777777777777,441.2857142857143
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3183483,9,7,72.88888888888889,441.0,212232.2,758964.1011449374,392549.5,27587.5,0.0,233.9375,399.9489397557702,72.88888888888889,441.0
8,1,1,0.0,24.0,8.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3159495,9,7,69.44444444444444,441.2857142857143,210633.00000000003,754870.1084454388,390319.125,25958.5,0.0,232.125,399.6852070140729,69.44444444444444,441.2857142857143
20,1,1,0.0,24.0,20.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3166096,9,7,72.77777777777777,441.0,211073.06666666668,755158.5524589679,390767.125,26956.166666666664,0.0,233.875,399.9299754883568,72.77777777777777,441.0
8,1,1,0.0,24.0,8.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3200098,9,7,72.88888888888889,441.2857142857143,213339.86666666667,763022.9485191373,392355.0,29551.666666666668,0.0,234.0625,400.2041298990245,72.88888888888889,441.2857142857143
9,1,1,0.0,24.0,9.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3167390,9,7,72.77777777777777,441.2857142857143,211159.3333333333,759249.1929456802,390915.125,27204.83333333333,0.0,234.0,400.1851960985946,72.77777777777777,441.2857142857143
31,1,1,0.0,24.0,31.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3172229,9,7,72.77777777777777,441.2857142857143,211481.9333333333,758088.52831932,391041.375,27323.33333333333,0.0,234.0,400.1851960985946,72.77777777777777,441.2857142857143
17509,1,2,0.0,12.0,8754.5,10253.755433986124,0.0,1504.0,2.0,16.0,13.856406460551018,0.0,12.0
3203033,9,7,72.88888888888889,441.1428571428572,213535.53333333333,765326.7207340617,395518.0,28880.0,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
43,1,1,0.0,24.0,43.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3416994,10,9,99.6,403.77777777777777,189833.00000000003,693735.0148641687,375350.1111111111,52842.625,0.0,243.68421052631575,378.94542031663,99.6,403.77777777777777
12,1,1,0.0,24.0,12.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3174773,9,7,72.88888888888889,441.2857142857143,211651.53333333333,757600.3056357683,391107.75,27825.166666666668,0.0,234.0625,400.2041298990245,72.88888888888889,441.2857142857143
4,1,1,0.0,24.0,4.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3190478,9,7,72.88888888888889,441.0,212698.53333333333,763323.8324898424,393845.875,28685.0,0.0,233.9375,399.9489397557702,72.88888888888889,441.0
37,1,1,0.0,24.0,37.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3161636,9,7,72.88888888888889,441.1428571428572,210775.7333333333,760886.5064751272,390186.125,25480.0,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3158315,9,7,72.88888888888889,441.1428571428572,210554.3333333333,760367.7050374722,389895.875,25034.5,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3166919,9,7,72.88888888888889,441.1428571428572,211127.9333333333,756370.7911157508,389442.125,26497.833333333336,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
7,1,1,0.0,24.0,7.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3173042,9,7,72.88888888888889,441.1428571428572,211536.1333333333,757252.1749911571,391634.0,27655.666666666668,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
19,1,1,0.0,24.0,19.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3199432,9,7,72.77777777777777,441.2857142857143,213295.46666666665,761235.6726405774,393470.875,29031.83333333333,0.0,234.0,400.1851960985946,72.77777777777777,441.2857142857143
9,1,1,0.0,24.0,9.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
2851,1,2,0.0,0.0,1425.5,1949.4933957313117,0.0,2851.0,2.0,0.0,0.0,0.0,0.0
3191631,9,7,72.88888888888889,441.0,212775.4,763884.3683703331,393855.375,27716.0,0.0,233.9375,399.9489397557702,72.88888888888889,441.0
46,1,1,0.0,24.0,46.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
706,1,2,0.0,0.0,353.0,427.0924958366747,0.0,706.0,2.0,0.0,0.0,0.0,0.0
3168732,9,7,72.88888888888889,441.0,211248.8,757314.350015161,390502.5,26239.33333333333,0.0,233.9375,399.9489397557702,72.88888888888889,441.0
10,1,1,0.0,24.0,10.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3201572,9,7,72.77777777777777,441.1428571428572,213438.1333333333,761111.6453068467,393791.25,30204.666666666668,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
9,1,1,0.0,24.0,9.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3169502,9,7,72.88888888888889,441.1428571428572,211300.13333333336,761434.736508827,390645.375,25053.166666666668,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
34,1,1,0.0,24.0,34.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3179870,9,7,72.77777777777777,441.1428571428572,211991.3333333333,759735.790982409,391712.125,27669.83333333333,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
9,1,1,0.0,24.0,9.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
77429,8,7,75.625,687.7142857142857,5530.642857142857,9415.315564033404,7188.857142857142,9070.166666666666,0.0,361.26666666666665,546.554385064591,75.625,687.7142857142857
77410,8,7,75.625,687.7142857142857,5529.285714285715,9027.279191672074,7141.571428571429,9481.5,0.0,361.26666666666665,546.554385064591,75.625,687.7142857142857
43,2,1,89.5,0.0,21.5,24.748737341529164,4.0,0.0,0.0,59.66666666666666,89.5,89.5,0.0
13825,2,2,89.5,0.0,4608.333333333334,6658.935825890901,13818.0,1581.0,1.0,44.75,80.05123359449246,89.5,0.0
331087,10,7,146.5,529.2857142857143,20692.9375,26644.851924199167,31946.666666666668,31796.5,0.0,304.11764705882354,461.9193404959171,146.5,529.2857142857143
3,1,1,0.0,31.0,3.0,0.0,0.0,0.0,1.0,31.0,17.8978583448784,0.0,31.0
311668,10,7,139.70000000000005,527.8571428571429,19479.25,24780.68486139962,29737.33333333333,32960.666666666664,0.0,299.52941176470586,457.86832025464525,139.7,527.8571428571429
3,1,1,0.0,31.0,3.0,0.0,0.0,0.0,1.0,31.0,17.8978583448784,0.0,31.0
1235625,11,11,158.0909090909091,530.6363636363636,58839.28571428571,243896.9760636943,121953.5,10997.0,1.0,344.3636363636364,541.1246486489911,158.0909090909091,530.6363636363636
1231616,12,13,117.08333333333336,458.6153846153846,51317.333333333336,199978.95413673707,110509.63636363635,20767.666666666664,1.0,294.68,499.0154259986512,117.08333333333331,458.61538461538464
510237,12,11,137.0,579.3636363636364,23192.590909090904,41489.53007304153,37033.81818181818,48171.0,0.0,348.5652173913044,512.3058257115285,137.0,579.3636363636364
504140,12,11,137.33333333333334,565.0909090909091,22915.454545454548,40729.89551355926,36376.454545454544,48233.100000000006,0.0,341.9130434782609,508.5169114939663,137.33333333333334,565.0909090909091
1306,1,1,0.0,0.0,1306.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
563557,12,11,137.0,579.3636363636364,25616.227272727272,42082.60473779298,41791.90909090909,49271.100000000006,0.0,348.5652173913044,512.3058257115285,137.0,579.3636363636364
578038,12,11,136.25000000000003,573.1818181818182,26274.45454545454,43782.94485378141,42974.36363636363,49790.2,0.0,345.2173913043478,509.83941774254566,136.25,573.1818181818181
579671,12,11,139.49999999999997,562.5454545454545,26348.68181818182,43748.280034094576,42865.54545454545,49591.0,0.0,341.8260869565217,509.4781572880462,139.5,562.5454545454545
30,2,1,15.5,0.0,15.0,15.556349186104043,26.0,0.0,0.0,10.333333333333334,15.500000000000002,15.5,0.0
615639,12,11,139.49999999999997,562.6363636363636,27983.59090909091,45829.72844039023,46365.18181818182,49901.5,0.0,341.8695652173913,509.4949598675484,139.5,562.6363636363636
2,1,1,0.0,31.0,2.0,0.0,0.0,0.0,1.0,31.0,17.8978583448784,0.0,31.0
625654,12,11,136.25000000000003,573.1818181818182,28438.818181818184,45751.02370713777,47555.545454545456,50389.7,0.0,345.2173913043478,509.8394177425457,136.25,573.1818181818181
58615,8,7,75.625,687.7142857142857,4186.785714285714,7648.935925781003,5615.571428571429,7609.166666666667,0.0,361.26666666666665,546.554385064591,75.625,687.7142857142857
2391,2,2,89.5,0.0,797.0,983.866352712603,2362.0,1935.0,1.0,44.75,80.05123359449246,89.5,0.0
9,2,1,15.5,0.0,4.5,0.7071067811865476,4.0,0.0,0.0,10.333333333333334,15.500000000000002,15.5,0.0
38,2,1,15.5,0.0,19.0,16.97056274847714,31.0,0.0,0.0,10.333333333333334,15.500000000000002,15.5,0.0
11,2,1,15.5,0.0,5.5,4.949747468305833,2.0,0.0,0.0,10.333333333333334,15.500000000000002,15.5,0.0
5,1,1,0.0,31.0,5.0,0.0,0.0,0.0,1.0,31.0,17.8978583448784,0.0,31.0
7,1,1,0.0,31.0,7.0,0.0,0.0,0.0,1.0,31.0,17.8978583448784,0.0,31.0
935321,13,12,147.23076923076923,598.1666666666666,38971.70833333333,76332.80069507938,69095.91666666667,51132.27272727273,0.0,363.68,546.7652343908321,147.23076923076923,598.1666666666666
54053,8,7,75.625,687.7142857142857,3860.928571428571,6064.251548267052,4930.857142857144,7060.666666666667,0.0,361.26666666666665,546.554385064591,75.625,687.7142857142857
4907,2,2,89.5,0.0,1635.6666666666667,2043.4858290023285,4902.0,3933.0,1.0,44.75,80.05123359449246,89.5,0.0
5,1,1,0.0,31.0,5.0,0.0,0.0,0.0,1.0,31.0,17.8978583448784,0.0,31.0
1230093,12,11,135.99999999999997,585.0909090909091,55913.31818181818,160139.6189464759,103060.27272727272,47688.7,0.0,350.7826086956522,513.8305986003277,136.0,585.0909090909091
9,2,1,15.5,0.0,4.5,3.5355339059327378,2.0,0.0,0.0,10.333333333333334,15.500000000000002,15.5,0.0
122556,4,6,23.25,104.33333333333331,13617.333333333332,38516.18491945951,40816.0,24221.2,1.0,71.9,188.02354784828023,23.25,104.33333333333331
140276,2,1,0.0,0.0,70138.0,98483.0040565376,139776.0,0.0,0.0,0.0,0.0,0.0,0.0
80693,4,7,26.5,7.0,8069.300000000002,23873.646447029783,26886.0,13407.0,1.0,14.090909090909092,32.52260286277372,26.5,7.0
140337,1,1,0.0,0.0,140337.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1254473,13,10,62.69230769230769,686.4,57021.49999999999,87856.77622170886,96284.25,136322.00000000003,0.0,333.8695652173913,524.2886260503818,62.69230769230769,686.4
25,1,1,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109927,4,6,26.5,8.166666666666666,12214.11111111111,34996.83812662382,36068.66666666667,21723.6,1.0,15.5,33.842146933829554,26.5,8.166666666666666
140194,2,1,0.0,0.0,70097.0,98470.27613447624,139726.0,0.0,0.0,0.0,0.0,0.0,0.0
1130485,13,10,62.61538461538461,686.3000000000001,51385.68181818182,62774.754444446895,86355.08333333333,120585.44444444444,0.0,333.7826086956522,524.1947292089408,62.61538461538461,686.3
27,1,1,0.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98999,4,6,26.5,8.166666666666666,10999.888888888889,32147.63577794036,32904.666666666664,19645.6,1.0,15.5,33.842146933829554,26.5,8.166666666666666
140052,2,1,0.0,0.0,70026.0,98327.44056467657,139554.0,0.0,0.0,0.0,0.0,0.0,0.0
1135021,13,10,62.69230769230769,686.4,51591.86363636364,62679.71260402665,86461.08333333333,116638.0,0.0,333.8695652173913,524.2886260503818,62.69230769230769,686.4
44,1,1,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16689,4,6,26.5,8.166666666666666,1854.3333333333333,2145.1922990725097,3770.333333333333,2962.6,1.0,15.5,33.842146933829554,26.5,8.166666666666666
141422,2,1,0.0,0.0,70711.0,99962.27144277983,141395.0,0.0,0.0,0.0,0.0,0.0,0.0
1213949,13,10,62.61538461538461,686.3000000000001,55179.50000000001,63462.60410798367,92571.33333333334,129684.11111111112,0.0,333.7826086956522,524.1947292089408,62.61538461538461,686.3
4,1,1,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10908191,11,16,119.36363636363636,529.1250000000001,419545.80769230775,671704.9809083758,987823.9,687542.8666666667,1.0,362.1851851851852,533.8631829861919,119.36363636363636,529.125
5044600,0,2,0.0,46.5,5044600.0,0.0,0.0,5044600.0,0.0,46.5,53.6935750346352,0.0,46.5
44862,4,7,26.5,7.0,4486.199999999999,12981.625876599586,14925.0,7182.166666666667,1.0,14.090909090909092,32.52260286277372,26.5,7.0
138664,1,1,0.0,0.0,138664.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
971359,13,10,62.69230769230769,686.4,44152.681818181816,61531.97425372117,72744.91666666667,103166.0,0.0,333.8695652173913,524.2886260503818,62.69230769230769,686.4
102600,1,1,0.0,0.0,102600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73698,4,6,26.5,8.166666666666666,8188.666666666667,22984.89680746903,24104.333333333336,14329.2,1.0,15.5,33.842146933829554,26.5,8.166666666666666
142471,2,1,0.0,0.0,71235.5,99913.481074878,141885.0,0.0,0.0,0.0,0.0,0.0,0.0
1073076,13,10,62.61538461538461,686.3000000000001,48776.18181818182,62671.90806067235,81254.25,113778.44444444444,0.0,333.7826086956522,524.1947292089408,62.61538461538461,686.3
5,1,1,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28847936,10,7,140.6,538.8571428571429,1802996.0,7144493.964663101,3200470.111111111,34547.83333333333,0.0,304.5882352941176,458.29261138170097,140.6,538.8571428571429
34,2,1,15.5,0.0,17.0,15.556349186104043,28.0,0.0,0.0,10.333333333333334,15.500000000000002,15.5,0.0
108291738,61,65,76.36065573770493,77.86153846153846,866333.9040000004,4218687.50052096,1799038.1999999995,1692058.4062499998,1.0,77.38095238095238,79.60659111425005,76.36065573770492,77.86153846153846
3196120,10,10,58.2,502.1,168216.84210526315,676207.8922618779,350255.44444444444,20204.11111111111,1.0,280.15,471.67601370513,58.2,502.1
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
