Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Fwd Pkt Len Mean,Bwd Pkt Len Mean,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,Down/Up Ratio,Pkt Size Avg,Pkt Len Std,Fwd Seg Size Avg,Bwd Seg Size Avg
3158592,9,8,64.77777777777777,497.00000000000006,197412.0,751650.0380483815,390020.125,20184.14285714285,0.0,268.1764705882353,467.260200285924,64.77777777777777,497.0
11,1,1,0.0,24.0,11.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
105093,0,2,0.0,0.0,105093.0,0.0,0.0,105093.0,0.0,0.0,0.0,0.0,0.0
3160645,9,8,64.77777777777777,497.125,197540.3125,748409.6665146898,389878.875,22192.57142857143,0.0,268.2352941176471,467.35878647364456,64.77777777777777,497.125
7,1,1,0.0,24.0,7.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3178406,9,7,65.77777777777777,461.5714285714286,211893.7333333333,761421.9661437471,392331.5,26659.5,0.0,238.9375,407.8723578450955,65.77777777777777,461.57142857142856
5,1,1,0.0,24.0,5.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3172769,9,7,72.77777777777777,441.1428571428572,211517.9333333333,763021.3215100374,391630.375,25596.166666666668,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
7,1,1,0.0,24.0,7.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3213707,9,7,72.88888888888889,441.2857142857143,214247.1333333333,766512.2603245417,396172.375,29639.83333333333,0.0,234.0625,400.2041298990245,72.88888888888889,441.2857142857143
8,1,1,0.0,24.0,8.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
100335,0,2,0.0,0.0,100335.0,0.0,0.0,100335.0,0.0,0.0,0.0,0.0,0.0
126184,1,1,24.0,0.0,126184.0,0.0,0.0,0.0,1.0,12.0,13.856406460551018,24.0,0.0
3169178,9,7,72.88888888888889,441.1428571428572,211278.53333333333,760732.9567388908,391664.625,26572.666666666664,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
16,1,1,0.0,24.0,16.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3159295,9,7,72.77777777777777,441.1428571428572,210619.66666666663,761343.7399178477,389986.0,25576.5,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
8,1,1,0.0,24.0,8.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3177037,9,7,72.77777777777777,441.0,211802.46666666667,759034.1186363916,392131.5,27373.5,0.0,233.875,399.9299754883568,72.77777777777777,441.0
11,1,1,0.0,24.0,11.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3176853,9,7,72.88888888888889,441.2857142857143,211790.2,760339.2207089637,391577.625,27490.5,0.0,234.0625,400.2041298990245,72.88888888888889,441.2857142857143
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3185106,9,7,72.88888888888889,441.1428571428572,212340.4,765155.7524675054,393161.0,25930.666666666664,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
8,1,1,0.0,24.0,8.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3148002,9,7,72.77777777777777,441.1428571428572,209866.8,759740.6310420494,388837.25,23736.666666666668,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
13,1,1,0.0,24.0,13.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3182916,9,7,72.88888888888889,441.1428571428572,212194.4,760429.2012091216,392773.75,25905.166666666664,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
25,1,1,0.0,24.0,25.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3162302,9,7,72.88888888888889,441.1428571428572,210820.13333333333,763892.5818001289,390604.25,24591.83333333333,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
7,1,1,0.0,24.0,7.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3171812,9,7,72.88888888888889,441.1428571428572,211454.13333333336,761079.4877415769,391161.5,27781.0,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
12,1,1,0.0,24.0,12.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3163706,9,7,72.88888888888889,441.1428571428572,210913.7333333333,760441.8431168315,389920.625,25941.83333333333,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
5,1,1,0.0,24.0,5.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3184742,9,7,72.77777777777777,441.1428571428572,212316.13333333333,760461.7033081066,392487.375,28924.83333333333,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3173147,9,7,72.77777777777777,441.2857142857143,211543.13333333333,762855.3536590451,392203.125,25994.666666666668,0.0,234.0,400.1851960985946,72.77777777777777,441.2857142857143
10,1,1,0.0,24.0,10.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3162316,9,7,72.77777777777777,441.1428571428572,210821.06666666668,760042.7170410948,390432.125,25668.0,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
17,1,1,0.0,24.0,17.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3174504,9,7,72.88888888888889,441.2857142857143,211633.60000000003,759446.7667407449,392097.5,27172.0,0.0,234.0625,400.2041298990245,72.88888888888889,441.2857142857143
25,1,1,0.0,24.0,25.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3158259,9,7,72.77777777777777,441.1428571428572,210550.6,760253.3970844195,390359.75,24954.666666666668,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3187823,9,7,69.33333333333333,441.1428571428572,212521.53333333333,758266.0068989987,393487.875,29037.0,0.0,232.0,399.54269815259903,69.33333333333333,441.1428571428572
15,1,1,0.0,24.0,15.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
118007,0,2,0.0,0.0,118007.0,0.0,0.0,118007.0,0.0,0.0,0.0,0.0,0.0
3166394,9,7,72.88888888888889,441.2857142857143,211092.9333333333,759037.596641061,390865.75,26635.166666666668,0.0,234.0625,400.2041298990245,72.88888888888889,441.2857142857143
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3176740,9,7,72.77777777777777,441.1428571428572,211782.66666666663,759459.3131675669,391785.75,27672.83333333333,0.0,233.9375,400.0575326272019,72.77777777777777,441.1428571428572
19,1,1,0.0,24.0,19.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3177141,10,8,65.6,454.125,186890.64705882352,705217.3080681355,348549.6666666667,35926.57142857143,0.0,238.27777777777777,388.3283035590237,65.6,454.125
31,1,1,0.0,24.0,31.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3173343,9,7,72.88888888888889,441.0,211556.2,755589.712391038,390765.25,28162.166666666668,0.0,233.9375,399.9489397557702,72.88888888888889,441.0
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
7046343,6,12,52.333333333333336,658.5833333333334,414490.7647058824,1208687.2688496872,403401.8,640576.6363636362,2.0,456.5,577.840651662247,52.333333333333336,658.5833333333334
3155833,9,7,72.88888888888889,441.1428571428572,210388.86666666667,756132.6872708318,389923.375,25358.166666666668,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
17,1,1,0.0,24.0,17.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3175725,9,7,75.33333333333333,441.2857142857143,211715.0,759844.5908811128,391982.125,26251.0,0.0,235.4375,400.6575936544085,75.33333333333333,441.2857142857143
3,1,1,0.0,24.0,3.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3163313,9,7,75.55555555555557,441.2857142857143,210887.53333333333,760839.1128191358,390586.375,25468.33333333333,0.0,235.5625,400.7023154265961,75.55555555555556,441.2857142857143
3,1,1,0.0,24.0,3.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3165049,9,7,75.55555555555557,441.1428571428572,211003.26666666663,759294.9367588579,390662.625,26364.33333333333,0.0,235.5,400.5750462111424,75.55555555555556,441.1428571428572
457,1,1,0.0,24.0,457.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3173960,9,7,75.55555555555557,441.2857142857143,211597.3333333333,764425.5801335562,391774.5,24697.5,0.0,235.5625,400.7023154265961,75.55555555555556,441.2857142857143
10,1,1,0.0,24.0,10.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3181701,9,7,75.44444444444444,441.0,212113.4,764270.1754954386,392806.5,26212.0,0.0,235.375,400.4254171576555,75.44444444444444,441.0
13,1,1,0.0,24.0,13.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3169888,9,7,75.44444444444444,441.1428571428572,211325.8666666667,757893.6228865656,390867.875,27566.666666666668,0.0,235.4375,400.55259623792375,75.44444444444444,441.1428571428572
57,1,1,0.0,24.0,57.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3184038,9,7,75.44444444444444,441.0,212269.2,758098.9641694168,391875.625,28583.666666666668,0.0,235.375,400.4254171576555,75.44444444444444,441.0
4,1,1,0.0,24.0,4.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3174505,9,7,75.44444444444444,441.2857142857143,211633.6666666667,760328.2471627131,391034.0,26307.83333333333,0.0,235.5,400.6798817598144,75.44444444444444,441.2857142857143
13,1,1,0.0,24.0,13.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3162814,9,7,75.22222222222223,441.1428571428572,210854.26666666663,760392.3727166377,390588.25,25714.333333333336,0.0,235.3125,400.50813313325153,75.22222222222223,441.1428571428572
4,1,1,0.0,24.0,4.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3202014,9,7,75.44444444444444,441.1428571428572,213467.6,761027.4781846674,394771.0,31072.5,0.0,235.4375,400.55259623792375,75.44444444444444,441.1428571428572
42,1,1,0.0,24.0,42.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3173190,9,7,75.44444444444444,441.1428571428572,211546.0,759518.8571360726,391198.0,26748.166666666664,0.0,235.4375,400.55259623792375,75.44444444444444,441.1428571428572
13,1,1,0.0,24.0,13.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3179828,9,7,75.55555555555557,441.0,211988.53333333333,761068.5240526606,392038.875,27188.33333333333,0.0,235.4375,400.4478834417048,75.55555555555556,441.0
6,1,1,0.0,24.0,6.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3193325,9,7,75.44444444444444,441.0,212888.3333333333,764198.1456485396,394246.375,28226.83333333333,0.0,235.375,400.4254171576555,75.44444444444444,441.0
13,1,1,0.0,24.0,13.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3201658,9,7,73.44444444444444,441.0,213443.8666666667,757792.7899939654,394149.5,30773.5,0.0,234.25,400.0459532427273,73.44444444444444,441.0
11,1,1,0.0,24.0,11.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3189931,9,7,73.44444444444444,441.2857142857143,212662.06666666665,764881.6277453345,393089.75,26368.666666666668,0.0,234.375,400.30098969767886,73.44444444444444,441.2857142857143
20,1,1,0.0,24.0,20.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3175807,9,7,75.22222222222223,441.0,211720.46666666667,757334.244073614,391204.5,27921.5,0.0,235.25,400.3809215646285,75.22222222222223,441.0
4,1,1,0.0,24.0,4.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3171012,9,7,75.44444444444444,441.1428571428572,211400.8,759720.295066659,391736.0,26460.33333333333,0.0,235.4375,400.55259623792375,75.44444444444444,441.1428571428572
29,1,1,0.0,24.0,29.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3165752,9,7,72.77777777777777,441.0,211050.13333333333,762350.962510881,391041.0,25102.833333333336,0.0,233.875,399.9299754883568,72.77777777777777,441.0
9,1,1,0.0,24.0,9.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3172150,9,7,72.77777777777777,441.2857142857143,211476.66666666663,757747.23498036,391068.5,27550.83333333333,0.0,234.0,400.1851960985946,72.77777777777777,441.2857142857143
15,1,1,0.0,24.0,15.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3174750,9,7,72.88888888888889,441.0,211650.0,760921.5773863577,391765.125,25203.5,0.0,233.9375,399.9489397557702,72.88888888888889,441.0
9,1,1,0.0,24.0,9.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3180562,9,7,72.66666666666667,441.2857142857143,212037.46666666667,761394.4535294499,392642.5,26426.5,0.0,233.9375,400.1664084000114,72.66666666666667,441.2857142857143
10,1,1,0.0,24.0,10.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3173260,9,7,72.66666666666667,441.0,211550.66666666663,759756.7276488354,391282.375,26523.666666666664,0.0,233.8125,399.9111574131552,72.66666666666667,441.0
12,1,1,0.0,24.0,12.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
119993345,78,1,149.2435897435897,165.0,1538376.2179487178,1448911.8709809342,1545634.5324675324,0.0,0.0,151.53164556962025,13.358014471953206,149.24358974358975,165.0
3286179,9,7,72.88888888888889,441.1428571428572,219078.6,753053.0661807687,392371.625,46549.0,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
11,1,1,0.0,24.0,11.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3166887,9,7,72.88888888888889,441.2857142857143,211125.8,761026.9412551513,391099.0,24969.333333333336,0.0,234.0625,400.2041298990245,72.88888888888889,441.2857142857143
25,1,1,0.0,24.0,25.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3468513,10,9,99.8,403.6666666666667,192695.16666666663,697981.7693810237,380430.6666666667,55729.375,0.0,243.73684210526315,378.8640187941343,99.8,403.6666666666667
46,1,1,0.0,24.0,46.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3163886,9,7,72.88888888888889,441.1428571428572,210925.7333333333,760174.6063870051,390723.0,25297.166666666668,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
7,1,1,0.0,24.0,7.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3187189,9,7,72.88888888888889,441.1428571428572,212479.26666666663,760052.0057157242,392915.5,28593.333333333336,0.0,234.0,400.0764816587831,72.88888888888889,441.1428571428572
9,1,1,0.0,24.0,9.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3187127,9,7,72.88888888888889,441.0,212475.13333333336,755849.6465658334,392408.875,27272.833333333336,0.0,233.9375,399.9489397557702,72.88888888888889,441.0
8,1,1,0.0,24.0,8.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3196103,9,7,72.77777777777777,441.2857142857143,213073.53333333333,761905.4318613552,393853.75,28074.666666666664,0.0,234.0,400.1851960985946,72.77777777777777,441.2857142857143
10,1,1,0.0,24.0,10.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
140694,4,6,23.25,103.66666666666669,15632.666666666666,43077.585665285376,46120.33333333333,27394.6,1.0,71.5,186.8309396218945,23.25,103.66666666666669
135777,2,1,0.0,0.0,67888.5,95419.11037365628,135360.0,0.0,0.0,0.0,0.0,0.0,0.0
117854,4,7,26.5,7.0,11785.4,34620.67033884686,39218.66666666667,19598.83333333333,1.0,14.090909090909092,32.52260286277372,26.5,7.0
140574,1,1,0.0,0.0,140574.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1012033,13,10,62.69230769230769,686.4,46001.5,62376.85809485529,76096.91666666667,106999.0,0.0,333.8695652173913,524.2886260503818,62.69230769230769,686.4
10,1,1,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115950,4,7,26.5,7.0,11595.0,34998.60090536953,38487.0,19030.5,1.0,14.090909090909092,32.52260286277372,26.5,7.0
137704,1,1,0.0,0.0,137704.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1091717,14,10,58.14285714285714,686.3000000000001,47465.95652173913,64573.94780931271,76552.53846153847,115591.2222222222,0.0,319.875,517.1302962826036,58.142857142857146,686.3
15,1,1,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42017,4,7,28.5,15.0,4201.699999999999,11730.60341395768,13977.333333333332,6664.666666666667,1.0,19.90909090909091,42.66598602676802,28.5,15.0
143275,1,1,0.0,0.0,143275.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
141888,4,7,28.5,47.71428571428572,14188.800000000005,37297.86842226301,44802.0,23606.833333333336,1.0,40.72727272727273,99.007192882256,28.5,47.71428571428572
127339,1,1,0.0,0.0,127339.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
171902,4,6,23.5,18.0,19100.222222222223,40522.00183165245,56586.66666666667,33498.2,1.0,20.2,40.97626807622365,23.5,18.0
98517,2,1,0.0,0.0,49258.5,69468.29150410999,98380.0,0.0,0.0,0.0,0.0,0.0,0.0
98624,4,6,29.000000000000004,17.333333333333332,10958.222222222224,29903.831551231764,31790.666666666664,18989.6,1.0,22.0,44.5780214904161,29.0,17.333333333333332
139834,2,1,0.0,0.0,69917.0,94789.07823161907,136943.0,0.0,0.0,0.0,0.0,0.0,0.0
143720,4,7,29.000000000000004,46.285714285714285,14372.0,39820.39000032242,45437.33333333333,23858.0,1.0,40.0,96.4358791523092,29.0,46.285714285714285
134508,1,1,0.0,0.0,134508.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118526,4,6,23.25,103.5,13169.555555555557,37518.98539443434,39479.66666666667,23234.2,1.0,71.4,186.5328145637944,23.25,103.5
139733,2,1,0.0,0.0,69866.5,97930.7536604309,139114.0,0.0,0.0,0.0,0.0,0.0,0.0
35009,4,7,22.75,34.42857142857142,3500.9,8375.40985995445,11416.0,5676.0,1.0,30.181818181818183,72.09631604928776,22.75,34.42857142857143
144308,1,1,0.0,0.0,144308.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147499,4,6,23.25,103.5,16388.777777777777,45303.64879283394,48334.0,28794.6,1.0,71.4,186.5328145637944,23.25,103.5
133561,2,1,0.0,0.0,66780.5,94239.65626263712,133418.0,0.0,0.0,0.0,0.0,0.0,0.0
20047243,3,10,33.33333333333333,22.5,1670603.5833333333,2808885.189046924,10022548.0,1950085.111111111,3.0,25.0,31.108194743825628,33.333333333333336,22.5
87052707,5,6,60.0,79.0,8705270.699999997,27316893.06038372,21745888.75,17410541.4,1.0,76.0909090909091,74.14007013754437,60.0,79.0
74752513,1,1,93.0,93.0,74752513.0,0.0,0.0,0.0,1.0,139.5,0.0,93.0,93.0
111620754,12,1,0.0,0.0,9301729.500000002,12992152.63398817,9867636.363636363,0.0,0.0,0.0,0.0,0.0,0.0
60148302,8,9,179.25,415.1111111111112,3759268.875,14972443.783579744,28857.0,7518537.749999999,1.0,304.11764705882354,461.9193404959171,179.25,415.1111111111111
20,1,1,0.0,31.0,20.0,0.0,0.0,0.0,1.0,31.0,17.8978583448784,0.0,31.0
60357521,9,12,173.11111111111111,365.6666666666666,3017876.05,13145771.212891703,181157.125,5487047.363636364,1.0,283.1428571428572,432.336859605054,173.11111111111111,365.6666666666667
10053907,7,1,28.285714285714285,33.0,1436272.4285714284,1347469.735630063,1635131.0,0.0,0.0,33.0,11.0,28.285714285714285,33.0
117538417,82,86,71.50000000000001,85.87209302325577,703822.8562874252,4335598.014403883,1448580.7654320989,1379776.870588235,1.0,80.01785714285714,82.95049861929142,71.5,85.87209302325581
14594595,1,1,33.0,33.0,14594595.0,0.0,0.0,0.0,1.0,49.5,0.0,33.0,33.0
20148524,3,10,33.33333333333333,22.5,1679043.6666666667,2801400.370660013,10020622.5,1965630.3333333333,3.0,25.0,31.108194743825628,33.333333333333336,22.5
56457278,3,1,10.333333333333332,0.0,18819092.666666664,32556471.67965983,28206043.5,0.0,0.0,7.75,13.863621460498695,10.333333333333334,0.0
264825,1,1,31.0,0.0,264825.0,0.0,0.0,0.0,1.0,15.5,17.8978583448784,31.0,0.0
1017934,1,1,31.0,31.0,1017934.0,0.0,0.0,0.0,1.0,46.5,0.0,31.0,31.0
8313449,8,4,584.25,213.75,755768.090909091,1217787.9505982522,1152275.5714285714,2766800.0,0.0,525.6666666666666,386.9517958450281,584.25,213.75
119880546,5,5,39.0,109.8,13320060.666666666,38349410.23021986,29968821.5,29967428.5,1.0,99.0,108.2081327812286,39.0,109.8
4077439,1,1,31.0,31.0,4077439.0,0.0,0.0,0.0,1.0,46.5,0.0,31.0,31.0
1284247,5,8,18.6,77.875,107020.58333333334,296264.85097734554,61061.0,183015.42857142855,1.0,55.07692307692308,166.4469687515919,18.6,77.875
135121,1,1,0.0,0.0,135121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35173,2,5,113.5,29.2,5862.166666666667,6687.98631627388,4471.0,8793.25,2.0,53.285714285714285,89.0055174854747,113.5,29.2
2696,1,1,0.0,0.0,2696.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
335151,8,11,107.625,444.8181818181818,18619.5,53688.44982176992,42193.28571428572,33515.1,1.0,302.8421052631579,502.51096872029626,107.625,444.8181818181818
223709,1,5,789.0,4.8,44741.8,55549.053009029776,0.0,55927.25000000001,5.0,135.5,296.8368960509169,789.0,4.8
24659,4,6,26.5,8.166666666666666,2739.8888888888887,5508.6794117203,7905.0,4276.8,1.0,15.5,33.842146933829554,26.5,8.166666666666666
142288,2,1,0.0,0.0,71144.0,99713.3698558022,141652.0,0.0,0.0,0.0,0.0,0.0,0.0
1003781,13,10,62.69230769230769,686.4,45626.409090909096,61706.00387217028,75471.50000000001,106088.55555555556,0.0,333.8695652173913,524.2886260503818,62.69230769230769,686.4
1079,1,1,0.0,0.0,1079.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1230046,5,8,21.2,6.125,102503.83333333331,291589.97614328656,52510.25,175320.14285714284,1.0,11.923076923076923,30.28191713703915,21.2,6.125
138611,1,1,0.0,0.0,138611.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1050194,13,10,62.61538461538461,686.3000000000001,47736.0909090909,63137.40989823711,79181.0,111158.11111111112,0.0,333.7826086956522,524.1947292089408,62.61538461538461,686.3
14,1,1,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45006777,12,1,159.16666666666666,166.0,3750564.75,2016288.581486161,4085860.636363636,0.0,0.0,172.46153846153845,10.021953923240732,159.16666666666666,166.0
3146386,10,12,86.4,531.6666666666666,149827.90476190476,618833.3601727451,347830.1111111111,26628.090909090908,1.0,329.27272727272725,510.4362197056079,86.4,531.6666666666666
228954,1,1,0.0,0.0,228954.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3235852,10,11,85.0,456.6363636363636,161792.59999999998,669235.4113143556,355280.8888888889,21036.0,1.0,279.6666666666667,460.4680307679431,85.0,456.6363636363636
5,1,1,0.0,24.0,5.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
4342577,11,10,53.0,397.5,217128.85000000003,690631.4471766342,332662.2,148103.77777777778,0.0,217.04761904761904,432.255285722028,53.0,397.5
13,1,1,0.0,24.0,13.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
182256,4,6,23.25,103.5,20250.66666666667,36958.79030758447,21544.333333333336,35919.4,1.0,71.4,186.5328145637944,23.25,103.5
136150,2,1,0.0,0.0,68075.0,95421.23169399984,135548.0,0.0,0.0,0.0,0.0,0.0,0.0
3318253,11,10,53.0,540.7,165912.65,668406.0663870252,327850.6,34286.333333333336,0.0,285.23809523809524,490.93294875487857,53.0,540.7
5,1,1,0.0,24.0,5.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
3272592,9,7,65.77777777777777,461.7142857142857,218172.8,761532.3956777826,392246.75,41426.66666666667,0.0,239.0,407.9967019762897,65.77777777777777,461.7142857142857
116982873,9,1,0.0,0.0,12998097.0,15065140.419441832,12063660.125,0.0,0.0,0.0,0.0,0.0,0.0
7,1,1,0.0,24.0,7.0,0.0,0.0,0.0,1.0,24.0,13.856406460551018,0.0,24.0
34,1,1,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5583,2,1,0.0,0.0,2791.5,748.8260812765539,3321.0,0.0,0.0,0.0,0.0,0.0,0.0
65133,4,7,26.5,7.0,6513.300000000001,17565.940390109743,20241.333333333336,10508.5,1.0,14.090909090909092,32.52260286277372,26.5,7.0
146994,1,1,0.0,0.0,146994.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1063072,13,10,62.69230769230769,686.4,48321.45454545455,64195.0315706362,80515.49999999999,112368.11111111112,0.0,333.8695652173913,524.2886260503818,62.69230769230769,686.4
29,1,1,0.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
132473,4,7,26.5,7.0,13247.300000000005,32116.161200139304,9821.333333333332,21991.5,1.0,14.090909090909092,32.52260286277372,26.5,7.0
130997,1,1,0.0,0.0,130997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1099471,13,10,62.61538461538461,686.3000000000001,49975.954545454544,63454.8196544501,83636.41666666667,116424.88888888888,0.0,333.7826086956522,524.1947292089408,62.61538461538461,686.3
20,1,1,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17940390,1,1,31.0,31.0,17940390.0,0.0,0.0,0.0,1.0,46.5,0.0,31.0,31.0
106029604,93,83,72.98924731182798,59.1566265060241,605883.4514285714,2416569.588903021,1141090.3913043484,1121464.3414634147,0.0,66.875,10.56265091004907,72.98924731182795,59.1566265060241
100121,7,7,336.85714285714283,348.0,7701.615384615385,12537.207873223218,14081.666666666668,9232.333333333332,1.0,342.42857142857144,530.1645027724885,336.85714285714283,348.0
189799,4,7,26.5,7.0,18979.9,39705.7818808126,27501.0,31488.166666666664,1.0,14.090909090909092,32.52260286277372,26.5,7.0
141158,1,1,0.0,0.0,141158.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000111,1,4,0.0,50.5,1250027.75,2347109.506279497,0.0,1666703.6666666665,4.0,55.0,36.10770924147178,0.0,50.5
1079412,13,10,62.69230769230769,686.4,49064.181818181816,64958.321270999,81379.41666666666,114460.22222222222,0.0,333.8695652173913,524.2886260503818,62.69230769230769,686.4
22,1,1,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
164267,4,7,26.5,7.0,16426.700000000004,34956.67920297922,19621.0,26143.83333333333,1.0,14.090909090909092,32.52260286277372,26.5,7.0
132870,1,1,0.0,0.0,132870.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,1,1,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
